지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
종로구,종로문화체육센터,공공체육시설,서울특별시 종로구 인왕산로1길 21,734.02㎡,종로구시설관리공단,운영,생활체육관,06:00~21:00,주말 09:00~18:00 / 공휴일 휴관,운영 프로그램 별 이용 요금 상이,가능,"샤워실, 탈의실, 체온조절실","- 회원 : 프로그램 이용시간 +1시간 무료, 이후 5분당 400원  - 비회원 : 5분당 400원",02-732-9392,https://www.ijongno.co.kr/front/contents/139,37.5742758,126.9646707
종로구,종로문화체육센터 수영장,공공체육시설,서울특별시 종로구 인왕산로1길 21,"성인풀(25m×11m) 5레인, 연습풀(14m×6m) 2레인 / 면적 775.63㎡  ",종로구시설관리공단,운영,수영장,06:00~21:00,주말 09:00~18:00 / 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 체온조절실"," - 회원 : 프로그램 이용시간 +1시간 무료, 이후 5분당 400원  - 비회원 : 5분당 400원",02-732-9392,https://www.ijongno.co.kr/front/contents/139,37.5742758,126.9646707
용산구,종합행정타운 체력단련실,공공체육시설,서울특별시 용산구 녹사평대로 150,체력단련실 면적 259㎡,용산구시설관리공단,운영,생활체육관,06:00~22:00,토요일 06:00~18:00 / 일요일 및 공휴일 휴관,연령 및 이용 기간에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함",주차 가능 (지하 2~5층) 최초 30분 무료 이후 5분당 250원,02-2199-8966,https://www.yong-san.or.kr/main/?skin=191020,37.5325615,126.990179
용산구,중경고등학교,학교체육시설,서울특별시 용산구 이촌1동 이촌로84길 34,"체육관 : 491㎡ / 운동장 : 5,600㎡",중경고등학교,운영,고등학교,19:00~22:00,"토요일 12:00~20:00, 일요일 09:00~21:00 주말 10:00~20:00(체육관)","체육관 : 15,000~60,000 원, 시간 당 20,000원 운동장 : 20,000~100,000원 ",가능,-,주차 불가,02-793-2540,https://jungkyung.sen.hs.kr/,37.5174083,126.9754667
노원구,중계구민체육센터,공공체육시설,서울특별시 노원구 노원로22길 1,"지하 1층, 지상 3층",노원구서비스공단,운영,생활체육관,05:00~23:00,"토요일 05:00~22:00, 일요일 및 공휴일 09:00~18:00",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",주차 가능 (72면),02-2289-6700,https://www.nowonsc.kr/fmcs/73,37.6486645,127.0710937
광진구,중곡문화체육센터,공공체육시설,서울특별시 광진구 능동로 433,"지하 1층, 지상 4층",광진구시설관리공단,운영,생활체육관,06:00~21:00,주말 09:00~17:00,운영 프로그램 별 이용 요금 상이,가능,"샤워실, 탈의실, 락커룸, 개인사물함, 모유수유실",주차 가능 (54대),02-3408-4900,http://jgsports.gwangjin.or.kr/page/sub01_02.php,37.5677968,127.0847326
광진구,중곡문화체육센터 수영장,공공체육시설,서울특별시 광진구 능동로 433,"성인풀(25m×12m) 6레인, 어린이풀(5.6m×4.15m), 온수풀(지름 1.8m)",광진구시설관리공단,운영,수영장,06:00~21:00,주말 09:00~17:00,운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 개인사물함, 체온조절실, 모유수유실",주차 가능 (54면),02-3408-4900,http://jgsports.gwangjin.or.kr/page/sub01_02.php,37.5677968,127.0847326
중랑구,중랑구립잔디운동장,공공체육시설,서울특별시 중랑구 망우동 73-2,"부지 면적 : 4,020평 (13,304㎡) / 조명시설, 관람석 (400석)",중랑구시설관리공단,운영,축구장,09:00~18:00,"09:00~18:00 / 신정, 설날, 추석 휴관","중랑구민 : 57,220원~286,110원 타지역 : 63,580원~317,900원 * 야간조명 : 시간당 11,000원",가능,"샤워실, 탈의실",주차 가능,070-8824-3548,http://jungnangimc.or.kr/,37.6069101,127.113001
중랑구,중랑구립테니스장,공공체육시설,서울특별시 중랑구 신내동 1-3,인조잔디 테니스코트 8면 / 야간 조명등,중랑구시설관리공단,운영,테니스장,06:00~22:00,일요일 06:00~18:00,"평일 : 주간 10,000원 / 야간 13,000원 주말 및 공휴일 : 주간 / 야간 13,000원 * 개인 강습 / 클럽 대관 / 조명료 별도 ",가능,"샤워실, 탈의실, 휴게실",주차 가능 (30면),02-433-2949,https://www.jungnangimc.or.kr/html/01090100,37.612201,127.1140853
중랑구,중랑구민체육센터,공공체육시설,서울특별시 중랑구 신내로 15길 189,"지하 2층, 지상 3층 (6,197㎡) ",중랑구시설관리공단,운영,생활체육관,06:00~21:00,"토요일 06:00~21:00, 일요일 09:00~17:00 / 홀수 주 일요일 휴관",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 다용도실, 스포츠용품점, 야외 벤치, 관람석 ","면적 273평 (36대 주차 가능) 회원 3시간 무료 / 비회원 30분당 1,000원",02-3423-1070,https://www.jungnangimc.or.kr/html/01010100,37.6151664,127.0874714
중랑구,중랑구민체육센터 수영장,공공체육시설,서울특별시 중랑구 신내로 15길 189,성인풀(25m) 6레인 / 수영장 면적 : 272평,중랑구시설관리공단,휴관,수영장,06:00~21:50,"토요일 06:00~21:00, 일요일 09:00~17:00 / 홀수 주 일요일 휴관","44,800-79,800",불가능,"샤워실, 탈의실, 다용도실, 스포츠용품점, 야외 벤치, 관람석 ","면적 273평 (36대 주차 가능) 회원 3시간 무료 / 비회원 30분당 1,000원",02-3423-1070,https://www.jungnangimc.or.kr/html/01010100,37.6151664,127.0874714
중랑구,중랑문화체육관,공공체육시설,서울특별시 중랑구 사가정로72길 47,"지하 2층, 지상 3층",중랑구시설관리공단,운영,생활체육관,06:00~22:00,"토요일 06:00~21:00, 일요일 09:00~17:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 파우더룸, 휴게실, 스포츠용품점, 사가정공원",51대 주차 가능 (장애인 주차 2대 포함),02-436-9200,https://www.jungnangimc.or.kr/html/01020100,37.5794145,127.0957616
중랑구,중랑문화체육관 수영장,공공체육시설,서울특별시 중랑구 사가정로72길 47,"성인풀, 유아풀",중랑구시설관리공단,휴관,수영장,06:00~21:50,"토요일 06:00-21:00, 일요일 09:00~17:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 파우더룸, 휴게실, 스포츠용품점, 사가정공원",51대 주차 가능 (장애인 주차 2대 포함),02-436-9200,https://www.jungnangimc.or.kr/html/01020100,37.5794145,127.0957616
성동구,중랑물재생센터 배드민턴장,공공체육시설,서울특별시 성동구 자동차시장3길 64,배드민턴 코트 3면 (560㎡),성동구청,운영,배드민턴장,09:00~18:00,09:00~18:00,무료,가능,화장실,"평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분당 300원",02-2211-2517,https://news.seoul.go.kr/env/archives/4916,37.5598567,127.0629015
성동구,중랑물재생센터 족구장,공공체육시설,서울특별시 성동구 자동차시장3길 64,인조잔디 족구장 2면 (720㎡),성동구청,운영,족구장,09:00~18:00,09:00~18:00,무료,가능,화장실,"평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분 당 300원",02-2211-2517,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220091350057558,37.5598567,127.0629015
성동구,중랑물재생센터 축구장,공공체육시설,서울특별시 성동구 자동차시장3길 64,"인조잔디 축구장 1면 (3,600㎡)",성동구청,운영,축구장,09:00~18:00,09:00~18:00,무료,가능,화장실,"평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분 당 300원",02-2211-2517,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221123132241371617,37.5598567,127.0629015
성동구,중랑물재생센터 테니스장,공공체육시설,서울특별시 성동구 자동차시장3길 64,"테니스 코트 2면 (1,400㎡)",성동구청,운영,테니스장,09:00~18:00,09:00~18:00,무료,가능,화장실,"평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분 당 300원",02-2211-2517,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221220105145689836,37.5598567,127.0629015
중랑구,중랑물재생센터 풋살경기장,공공체육시설,서울특별시 성동구 자동차시장3길 64,인조잔디 풋살장 1면,성동구청,운영,풋살장,09:00~18:00,09:00~18:00,-,가능,화장실,"평일 : 10분 당 300원  주말 : 3시간 무료, 이후 10분 당 300원",02-2211-2517,-,37.5598567,127.0629015
중랑구,중랑스포클라이밍경기장,공공체육시설,서울특별시 중랑구 용마산로 250-12,"리드벽(24m×17m), 스피드벽(6m×17m)",중랑구시설관리공단,운영,기타,10:00~22:00,10:00~20:00,"(평일 기준) 성인 : 2,000원, 중고생 : 1,500원, 초등생 : 1,000원 (주말 및 공휴일 기준) 성인 : 3,000원, 중고생 : 2,000원, 초등생 : 1,500원",가능,"샤워실, 탈의실, 화장실","용마폭포공원 주차장 이용 시간 당 1,200원 이후 5분 당 100원",070-4193-6108,http://cafe.daum.net/juscs,37.573234,127.0912609
중랑구,중랑워터파크,공공체육시설,서울특별시 동대문구 장안벚꽃로 214,"야외 시설 (6,550㎡)",중랑구시설관리공단,휴관,수영장,10:00~16:00,하계 운영,"성인 : 4,000원, 청소년 : 3,000원, 어린이 : 2,000원, 유아",불가능,"샤워실, 탈의실, 의무실, 화장실, 음수대, 매점 ","홈플러스 면목점 B동 주차 후, 매표소에서 주차권 발권 / 겸재로 2길 거주자 우선 주차 구역 이용 (36면) ",02-3422-3400,https://www.jungnangimc.or.kr/lecture/list/JUNGNANG12,37.5761408,127.0767764
노원구,중랑천 파크골프장,공공체육시설,서울특별시 노원구 월계동 230-10,"총 9홀 규모 (면적 7,347㎡)",중랑구청,운영,골프연습장,09:00~18:00,09:00~18:00,무료,불가능,"장애인 화장실, 휴게실, 음수대, 파고라",주차 불가,02-2116-4168,-,37.63735,127.0582728
성동구,중랑천변 국궁장,공공체육시설,서울특별시 성동구 용답동 241-10,"4,255㎡",성동구청,운영,기타,09:00-18:00,-,"입회비 : 200,000원 / 회비 :  20,000원",불가능,"대기실, 화장실",주차 불가,2294-3245(010-8740-5939),-,37.5582281,127.0696574
노원구,중랑천워터파크,공공체육시설,서울특별시 노원구 상계동 770-6,"면적 3,375㎡",노원구서비스공단,휴관,수영장,10:00~18:00,10:00~18:00,"성인 : 4,000원, 청소년 : 3,000원, 어린이 : 2,000원",불가능,매점,"노원 마들스타디움 이용 수영장 이용 고객은 4시간에 3,000원",02-2289-6854,https://www.jungnangimc.or.kr/lecture/list/JUNGNANG12,37.6446618,127.0564975
동대문구,중랑천제1체육공원 게이트볼장,공공체육시설,서울특별시 동대문구 장안벚꽃로 74,게이트볼장 3면 (17m×22m),동대문구시설관리공단,운영,게이트볼장,00:00~24:00,00:00~24:00,-,가능,-,주차 불가,02-2247-9611,-,37.5661433,127.0741733
중랑구,중랑천제1체육공원 인라인스케이트장,공공체육시설,서울특별시 동대문구 장안동,"18m×117m (면적 2,100m²)",중랑구시설관리공단,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,02-2094-0114,-,37.570207,127.0700249
동대문구,중랑천제1체육공원 테니스장,공공체육시설,서울특별시 동대문구 장안벚꽃로 74,테니스코트 2면 (20m×67m),동대문구시설관리공단,운영,테니스장,00:00~24:00,00:00~24:00,-,가능,-,주차 불가,02-2247-9611,-,37.5661433,127.0741733
동대문구,중랑천제1체육공원 파크골프장,공공체육시설,서울특별시 동대문구 장안벚꽃로 74,"홀 9개 (20m×250m, 면적 6,125㎡)",동대문구시설관리공단,운영,골프연습장,"08:00~18:00, 매주 월요일 휴장",08:00~18:00,"(4시간/4인 이용 기준) 성인 : 8,000원",가능,"화장실, 휴게시설, 안전펜스",주차 불가,02-2247-9611,-,37.5661433,127.0741733
중랑구,중랑청소년센터,공공체육시설,서울특별시 중랑구 용마산로 217,"지하 1층, 지상 4층",중랑청소년센터,운영,생활체육관,07:00~22:00,토요일 07:00~22:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"식당, 카페, 빨래방, 옥외 정원",용마폭포공원 주차장 이용  (5분당 100원),02-490-0114,http://www.jjang.or.kr/jjang/,37.5732443,127.085825
중랑구,중랑청소년센터 골프연습장,공공체육시설,서울특별시 중랑구 용마산로 217,"7,347㎡",중랑청소년센터,운영,골프연습장,07:00~22:00,토요일 : 09:00~18:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"식당, 카페, 빨래방, 옥외 정원",용마폭포공원 주차장 이용  (5분당 100원),02-490-0114,http://www.jjang.or.kr/jjang/,37.5732443,127.085825
종로구,중앙배드민턴장,공공체육시설,서울특별시 종로구 사직동 산1-9,336㎡,종로구청,휴관,배드민턴장,06:00-22:00,-,무료,불가능,"벤치, 수도",주차 불가,2148-3072,-,37.5770444,126.965642
노원구,중평중학교,학교체육시설,서울특별시 노원구 동일로203길 87,"체육장 9,808㎡",중평중학교,휴관,중학교,06:00~22:00,06:00~22:00,"체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-977-3026,https://jungpyong.sen.ms.kr/,37.6368214,127.0624155
노원구,중현초등학교,학교체육시설,서울특별시 노원구 섬밭로 181,"체육장 7,768㎡",중현초등학교,운영,초등학교,06:00~22:00,06:00~22:00,"(1시간 기준) 체육관 : 20,000~50,000원 운동장 : 20,000~50,000원",가능,"샤워실, 탈의실",주차 불가,02-979-8433,https://joonghyun.sen.es.kr/,37.6320961,127.0665418
은평구,증산동 풋살경기장,공공체육시설,서울특별시 은평구 증산로5길 35-27,18m×38m (684㎡),은평구청,운영,풋살장,09:00~22:00,09:00~22:00,무료,가능,"스탠드, 수돗가",주차 무료 증산체육공원 내 주차장 이용,02-351-6554,https://www.ep.go.kr/www/contents.do?key=1426,37.5843695,126.9030234
은평구,증산초등학교,학교체육시설,서울특별시 은평구 증산서길 61,"체육장 3,200㎡",증산초등학교,운영,초등학교,"07:00~07:30, 18:00~19:00","토요일 07:00~07:30, 15:00~19:00","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,-,"주차 가능 1시간 당 2,000원",02-373-6305,http://jeungsancho.sen.es.kr/index.do,37.5824301,126.9044908
은평구,진관근린공원 게이트볼장,공공체육시설,서울특별시 은평구 진관4로 78-49,게이트볼장 1면,은평구청,운영,게이트볼장,09:00~22:00,09:00~22:00,무료,불가능,벤치,주차 불가,02-351-8007,-,37.6440013,126.9329212
은평구,진관동 풋살경기장,공공체육시설,서울특별시 은평구 진관동 246-20,23.5m×40m (940㎡),은평구청,운영,풋살장,09:00~22:00,09:00~22:00,무료,가능,벤치,주차 불가,02-351-6554,https://www.ep.go.kr/www/contents.do?key=1426,37.6300273,126.9165466
도봉구,창동문화체육센터,공공체육시설,서울특별시 도봉구 노해로 69길 132,"지하 2층, 지상 5층",도봉구시설관리공단,운영,생활체육관,06:00~22:00,"토요일 06:00~20:00, 일요일 10:00~18:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 매점","주차 가능 (총 149면) 회원 : 3시간 무료 비회원 : 5분당 250원 (20분 내 회차 가능) 월 정기권 : 30,000원",02-901-5000,http://www.dobongsiseol.or.kr/index_sport.html,37.6581765,127.0507402
도봉구,창동문화체육센터 수영장,공공체육시설,서울특별시 도봉구 노해로 69길 132,"경영풀(수심 120cm) 6레인, 유아풀(수심 85cm)",도봉구시설관리공단,운영,수영장,06:00~22:00,"토요일 06:00~20:00, 일요일 10:00~18:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 체온회복실, 매점","주차 가능 (총 149면) 회원 : 3시간 무료 비회원 : 5분당 250원 (20분 내 회차 가능) 월 정기권 : 30,000원",02-901-5000,http://www.dobongsiseol.or.kr/index_sport.html,37.6581765,127.0507402
도봉구,창동배드민턴장,공공체육시설,서울특별시 도봉구 노해로 69길 132,"국제규격코트 14면 (2,060.9㎡)",도봉구시설관리공단,운영,배드민턴장,06:00~22:00,06:00~22:00 / 첫째 주 일요일 및 명절 휴장,연령층에 따라 이용 요금 상이 * 정기권 있음,가능,"화장실, 샤워실, 탈의실",무료 주차 (42면),02-901-5300,https://www.dobongsiseol.or.kr/,37.6581765,127.0507402
도봉구,창동생활체육테니스장,공공체육시설,서울특별시 도봉구 창동 1-24,"14,246㎡",도봉구시설관리공단,운영,테니스장,06:00~22:00,06:00~22:00,무료,가능,-,주차 가능,02-2289-6870,https://www.dobongsiseol.or.kr/contents/culture8.html?menu1=3&menu2=1&menu3=0,37.6568218,127.0508368
도봉구,창동중학교,학교체육시설,서울특별시 도봉구 방학로 32,"체육장 : 4,833㎡",창동중학교,휴관,중학교,"06:00~08:00, 20:00~22:00","토요일 : 13:00~22:00, 일요일 : 06:00~12:00","체육관(강당) : 15,000~60,000 원 운동장 : 20,000~100,000원 * 대관 목적에 따라 사용료 상이",가능,-,주차 불가,02-2289-6607,https://changdong.sen.ms.kr/,37.6625168,127.0496406
도봉구,창일중학교,학교체육시설,서울특별시 도봉구 창동 노해로66길 60,"체육장 9,967㎡",창일중학교,운영,중학교,09:00~18:00,09:00~18:00,"체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-994-5934,http://changil.sen.ms.kr/index.do,37.6486619,127.0469576
마포구,창천교육문화관,공공체육시설,서울특별시 마포구 백범로 1길 56,"지하 3층, 지상 2층",한국스포터,운영,생활체육관,06:00~23:00,"토요일 06:00~18:00, 공휴일 09:00~17:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 매점",창천 공영주차장 이용 이용 회원에 한해 2시간 30분 무료,02-714-9633,http://www.korspo.co.kr/,37.5547333,126.9394175
마포구,창천교육문화관 수영장,공공체육시설,서울특별시 마포구 백범로 1길 56,"성인풀(25m) 5레인, 유아풀",한국스포터,운영,수영장,06:00~23:00,"토요일 06:00~18:00, 공휴일 09:00~17:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 매점",창천 공영주차장 이용 이용 회원에 한해 2시간 30분 무료,02-714-9633,http://www.korspo.co.kr/,37.5547333,126.9394175
마포구,창천초등학교,학교체육시설,서울특별시 마포구 백범로 1길 56,운동장,창천초등학교,미운영,초등학교,미개방,미개방,-,불가능,-,-,02-715-4667,https://changchon.sen.es.kr/,37.5547333,126.9394175
송파구,천마공원축구장,공공체육시설,서울특별시 송파구 성내천로33가길 20,인조잔디 축구장 1면 (경기장 60m×92m),송파구시설관리공단,운영,축구장,08:00~22:00,08:00~22:00 / 설명절 및 추석연휴 휴관,"(1시간 기준) 주간 :  27,500원 야간 : 주간의 30% 할증",가능,"관람석, 우레탄 조깅로, 그늘막, 음수대",천마근린공원 주차장 이용,02-403-2395,http://www.songpagongdan.or.kr/sports/sports04.asp,37.5001389,127.1539795
노원구,청계초등학교,학교체육시설,서울특별시 노원구 공릉로 431,"6,659㎡",청계초등학교,운영,초등학교,"06:00~07:30, 17:00~일몰시까지","토요일 06:00~07:30, 13:00~일몰시까지","체육관 : 15,000~60,000 원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-949-2824,http://scg.sen.es.kr/index.do,37.6446677,127.0662866
중구,청구교육문화관,공공체육시설,서울특별시 중구 다산로 170,-,한국스포터,운영,생활체육관,06:00~23:00,"토요일 06:00~18:00, 공휴일 09:00~17:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 개인사물함",주차 가능,02-2231-9362,http://www.korspo.co.kr/,37.5583958,127.0141694
중구,청구교육문화관 수영장,공공체육시설,서울특별시 중구 다산로 170,"성인풀(25m) 5레인, 유아풀",한국스패터,운영,수영장,06:00~23:00,"토요일 06:00~18:00, 공휴일 09:00~17:00",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 개인사물함",주차 공간이 협소하므로 대중교통 이용,02-2231-9362,http://www.korspo.co.kr/,37.5583958,127.0141694
중구,청구초등학교,학교체육시설,서울특별시 중구 다산로 170,"체육관 : 670㎡, 운동장 : 4,399㎡",청구초등학교,휴관,초등학교,16:00~18:00,"토요일 14:00~18:00, 일요일 및 공휴일 09:00~18:00","체육관(강당) : 15,000~60,000 원 운동장 : 20,000~100,000원  * 대관 목적에 따라 사용료 상이",가능,벤치,주차 불가,02-2252-1866,http://cheonggu.sen.es.kr/index.do,37.5583958,127.0141694
강남구,청담문화센터,공공체육시설,서울특별시 강남구 압구정로 79길 26,지상 7층,강남구도시관리공단,운영,기타,09:00~21:00,토요일 09:00~18:00 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실",주차 가능,02-2176-0640,https://life.gangnam.go.kr/fmcs/112,37.5250615,127.0492445
관악구,청룡산체육관,공공체육시설,서울특별시 관악구 관악로 5길 91-41,배드민턴 코트 4면 / 지상 1층 (연면적 684㎡),관악구시설관리공단,운영,배드민턴장,06:00~22:00,"06:00~22:00 / 신정, 설날, 추석 연휴 휴관",운영 프로그램별 이용 요금 상이,가능,"샤워실, 탈의실, 휴게실",주차 불가 * 청룡산체육관 도보 15분 거리에 있는 관악구청 주차장에 주말 3시간 무료 주차 가능,02-2081-2695,https://www.gwanakgongdan.or.kr/fmcs/54,37.4742049,126.949209
종로구,청운초등학교,학교체육시설,서울특별시 종로구 자하문로 105,"체육장 2,400㎡, 체육관",청운초등학교,휴관,초등학교,"07:00~08:00, 17:00~일몰 시까지","토요일 07:00~08:00, 14:00~일몰 시까지","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-737-0218,http://chungwoon.sen.es.kr/index.do,37.5857023,126.9693616
용산구,청파1동 헬스장,공공체육시설,서울특별시 용산구 청파로93길 27,헬스장 면적 373.11㎡,용산구시설관리공단,운영,기타,06:00~22:00,토요일 06:00~18:00 / 일요일 및 공휴일 휴관,연령 및 이용 기간에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 대강당, 도서관",주차 가능 (지하 1~2층),02-704-7756,https://www.yong-san.or.kr/main/?skin=191015,37.5539424,126.9675804
도봉구,초당초등학교,학교체육시설,서울특별시 도봉구 해등로32길 11,"체육장 2,600㎡, 채육관",초당초등학교,운영,초등학교,"운동장 06:00~21:00, 체육관 06:00~22:00","운동장 06:00~21:00, 체육관 06:00~22:00","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-956-1561,https://chodang.sen.es.kr/,37.6580929,127.0222932
도봉구,초안산 실내배드민턴장,공공체육시설,서울특별시 도봉구 덕릉로 63길 76-10,배드민턴 코트 6면 (969.10㎡),도봉구시설관리공단,운영,배드민턴장,06:00~22:00,명절 연휴 및 근로자의 날 / 매월 마지막 주 화요일 휴장,"평일 일일 : 성인 2,300원 / 청소년 1,700원 / 어린이 1,200원 주말 일일 : 성인 2,800원 / 청소년 2,200원 / 어린이 1,500원 월 정기권 : 45,000원 월 강습료 : 주 3회 137,500원 / 주 2회 100,000원 ",가능,"샤워실, 탈의실",주차 가능 (11면),02-901-5125,https://www.dobongsiseol.or.kr/contents/culture5.html?menu1=3&menu2=1&menu3=2,37.6446131,127.0408734
도봉구,초안산 창골운동장 축구장,공공체육시설,서울특별시 도봉구 해등로3길 48-11,인조잔디 축구장(100m×64m) 1면,도봉구시설관리공단,휴관,축구장,"하절기 07:00~19:00, 동절기 09:00~18:00","하절기 07:00~19:00, 동절기 09:00~18:00","평일 : 55,000원 주말 및 공휴일 : 71,500원  행사 대관 시, 별도 요금 적용",불가능,매점,주차 가능 (68면) 5분당 150원,02-901-5127,https://www.dobongsiseol.or.kr/contents/culture5_11.html?menu1=3&menu2=1&menu3=3,37.6463347,127.0408015
도봉구,초안산 창골운동장 풋살구장,공공체육시설,서울특별시 도봉구 해등로3길 48-11,인조잔디 풋살구장(40m×20m) 1면,도봉구시설관리공단,휴관,풋살장,"하절기 07:00~19:00, 동절기 09:00~18:00","하절기 07:00~19:00, 동절기 09:00~18:00",무료,불가능,매점,주차 가능 (68면) 5분당 150원,02-901-5127,https://www.dobongsiseol.or.kr/contents/culture5_11.html?menu1=3&menu2=1&menu3=3,37.6463347,127.0408015
노원구,초안산근린공원 축구장,공공체육시설,서울특별시 노원구 마들로 5가길 113,"664,905㎡",노원구서비스공단,운영,축구장,06:00~22:00,06:00~22:00,"(2시간 기준) 평일 : 주간 55,000원 / 야간 71,500원 주말 및 공휴일 : 주간 : 71,500원 / 야간 71,500원",가능,"조깅 트랙, 관람석, 조명탑",주차 가능 (64면),02-2289-6855,https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp,37.6385478,127.0512478
노원구,초안산스포츠타운 테니스장,공공체육시설,서울특별시 노원구 마들로 5가길 113,"배드민턴 코트 4면 (인조 잔디) / 2,340㎡",노원구서비스공단,운영,테니스장,06:00-22:00,기상 상황에 따라 변동 가능성 있음,"(1시간 기준)  평일 : 주간 4,000원 / 야간 5,200원 주말 및 공휴일 : 주간 5,200원 / 야간 5,200원",가능,편의시설 없음,주차 무료 초안산 체육공원 주차장 이용,02-2289-6854,https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp,37.6385478,127.0512478
노원구,초안산스포츠타운 풋살장,공공체육시설,서울특별시 노원구 마들로 5가길 113,20m×36m (720㎡) / 인조잔디,노원구서비스공단,운영,풋살장,06:00~22:00,06:00~22:00,"평일 : 주간 25,000원 / 야간 32,500원 주말 및 공휴일 : 주간 32,500원 / 야간 32,500원 * 조명탑 사용료 : 시간당 6,000원 별도",가능,안전매트,주차 무료 초안산 체육공원 주차장 이용,02-2289-8555,https://www.nowon.kr/www/info/info4/info4_01/info4_01_20.jsp,37.6385478,127.0512478
중구,충무아트홀 스포츠센터 골프연습장,공공체육시설,서울특별시 중구 퇴계로 387,"비거리 44야드 / 총 330평 / 실외 18타석, 실내 16타석 / 7홀의 퍼팅 연습장, 벙커 연습장 / 스윙분석기, 전자동벨트이동시스템 ",중구시설관리공단,운영,골프연습장,06:00-22:00,"토요일 06:00~20:00, 일요일 09:30~18:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 휴게실, 놀이방, 커피숍, 레스토랑, 관람석","05:30~09:30 : 무료 09:30~22:30 : 1,000원/2시간, 2,000원/4시간 * 주차권 미구매 시 일반 요금 10분당 500원 적용",02-2280-8400,https://www.e-junggu.or.kr/fmcs/40,37.5659291,127.0148592
중구,충무아트홀 스포츠센터 수영장,공공체육시설,서울특별시 중구 퇴계로 387,"총 11레인 (성인풀 25m 8레인, 유아풀 25m 3레인) / 관람석",중구시설관리공단,운영,수영장,06:00~22:00,"토요일 06:00~20:00, 일요일 09:30~18:00",운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 락커룸, 휴게실, 놀이방, 커피숍, 레스토랑, 관람석","05:30~09:30 : 무료 09:30~22:30 : 1,000원/2시간, 2,000원/4시간 * 주차권 미구매 시 일반 요금 10분당 500원 적용",02-2280-8400,https://www.e-junggu.or.kr/fmcs/40,37.5659291,127.0148592
강서구,치현초등학교,학교체육시설,서울특별시 강서구 방화대로47길 43,"체육장 8,389㎡, 강당",치현초등학교,운영,초등학교,"06:00~07:00, 16:30~일몰 시까지","토요일 06:00~07:00, 14:00~일몰 시까지","(1시간 기준) 체육관 : 20,000~50,000원 운동장 : 15,000~50,000",가능,"샤워실, 탈의실",주차 불가,02-2661-6272,http://chihyeon.sen.es.kr/index.do,37.5756214,126.8145749
